CLASSE,Hue,Saturation,Value,Vibration,Metal
Metal,185.62,19.63,63.92,10.19,0
Metal,180.00,17.18,63.92,9.21,0
Metal,175.20,14.97,65.49,7.92,0
Metal,170.00,14.04,67.06,9.01,0
Metal,172.50,14.04,67.06,8.70,1215
Metal,172.80,14.79,66.27,7.74,2442
Metal,177.60,15.15,64.71,7.02,13
Metal,185.62,19.63,63.92,5.80,0
Metal,183.75,19.63,63.92,7.94,0
Metal,185.62,19.63,63.92,8.31,0
Metal,185.62,19.63,63.92,7.72,0
Metal,181.94,19.02,63.92,6.49,1256
Metal,172.80,14.97,65.49,6.25,2560
Metal,167.50,14.04,67.06,5.90,0
Metal,172.50,14.04,67.06,5.72,0
Metal,175.00,14.04,67.06,7.64,0
Metal,175.38,15.66,65.10,7.70,0
Metal,185.62,19.63,63.92,6.71,0
Metal,185.62,19.63,63.92,5.77,1218
Metal,185.62,19.63,63.92,5.01,2313
Metal,187.27,20.12,64.31,5.07,0
Metal,185.81,19.02,63.92,4.35,0
Metal,175.20,15.06,65.10,5.25,0
Metal,167.50,14.04,67.06,5.52,0
Metal,172.50,14.04,67.06,4.70,0
Metal,171.82,12.87,67.06,4.32,1256
Metal,175.20,14.97,65.49,4.12,2690
Metal,181.94,18.90,64.31,4.57,0
Metal,183.64,20.12,64.31,4.97,0
Metal,185.62,19.63,63.92,4.99,0
Metal,185.62,19.63,63.92,6.40,0
Metal,187.27,20.12,64.31,10.79,0
Metal,177.78,16.36,64.71,9.67,974
Metal,165.00,14.04,67.06,8.79,2019
Metal,170.00,14.04,67.06,7.99,0
Metal,171.43,12.28,67.06,7.25,0
Metal,170.77,15.29,66.67,7.20,0
Metal,184.29,17.07,64.31,6.48,0
Metal,185.62,19.63,63.92,6.15,0
Metal,185.62,19.63,63.92,5.65,0
Metal,185.45,20.12,64.31,5.08,0
Metal,185.62,19.63,63.92,4.68,0
Metal,177.93,17.58,64.71,4.92,0
Metal,170.00,14.29,65.88,4.24,0
Metal,172.50,14.04,67.06,4.01,0
Metal,174.78,13.45,67.06,4.41,0
Metal,169.57,13.53,66.67,4.24,0
Metal,177.86,16.97,64.71,3.71,0
Metal,185.45,20.12,64.31,3.58,0
Metal,185.62,19.63,63.92,3.88,0
Metal,187.27,20.12,64.31,3.62,0
Metal,185.62,19.63,63.92,4.05,3085
Metal,178.06,18.90,64.31,4.38,1361
Metal,170.77,15.48,65.88,4.09,3425
Metal,165.00,14.04,67.06,4.29,367
Metal,177.27,12.87,67.06,4.48,0
Metal,177.39,13.45,67.06,5.55,0
Metal,177.50,14.55,64.71,4.59,0
Metal,183.75,19.63,63.92,7.05,0
Metal,183.87,19.14,63.53,6.25,1296
Metal,185.62,19.63,63.92,5.32,3210
Metal,187.27,20.12,64.31,4.66,111
Metal,185.62,19.51,64.31,5.08,0
Metal,177.39,13.94,64.71,5.69,0
Metal,174.78,13.53,66.67,6.09,0
Metal,175.00,14.04,67.06,5.41,0
Metal,172.50,14.04,67.06,5.42,1140
Metal,175.00,14.46,65.10,5.59,2705
Metal,183.87,18.90,64.31,5.14,0
Metal,187.27,20.12,64.31,4.65,0
Metal,185.62,19.63,63.92,4.04,0
Metal,185.62,19.63,63.92,4.15,0
Metal,185.62,19.63,63.92,4.32,0
Metal,177.60,15.15,64.71,3.89,914
Metal,165.60,14.62,67.06,3.49,2893
Metal,172.50,14.04,67.06,3.62,0
Metal,170.00,14.04,67.06,3.29,0
Metal,172.80,14.97,65.49,4.78,0
Metal,184.14,17.68,64.31,4.47,0
Metal,187.27,20.12,64.31,6.72,0
Metal,185.62,19.63,63.92,5.96,364
Metal,185.62,19.63,63.92,5.39,2788
Metal,181.87,19.63,63.92,4.48,25
Metal,177.69,15.76,64.71,5.04,0
Metal,172.50,14.12,66.67,6.03,0
Metal,166.96,13.45,67.06,6.05,0
Metal,172.17,13.45,67.06,6.02,0
Metal,177.27,13.25,65.10,5.34,221
Metal,182.07,17.68,64.31,4.46,2576
Metal,185.62,19.63,63.92,4.12,5
Metal,183.75,19.63,63.92,4.17,0
Metal,187.27,20.12,64.31,3.67,0
Metal,185.62,19.63,63.92,3.25,0
Metal,175.56,16.27,65.10,2.69,0
Metal,169.57,13.53,66.67,2.94,219
Metal,174.78,13.45,67.06,2.97,2426
Metal,177.39,13.45,67.06,4.28,0
Metal,172.50,14.37,65.49,4.05,0
Metal,185.81,18.90,64.31,3.55,0
Metal,185.62,19.63,63.92,4.45,0
Metal,185.62,19.63,63.92,6.38,0
Metal,185.62,19.63,63.92,6.80,272
Metal,183.75,19.63,63.92,6.48,2206
Metal,177.60,15.15,64.71,5.38,0
Metal,172.50,14.12,66.67,5.37,0
Metal,169.57,13.45,67.06,6.55,0
Metal,177.39,13.45,67.06,6.01,0
Metal,170.77,15.48,65.88,5.23,0
Metal,180.00,18.40,63.92,4.68,687
Metal,187.27,20.12,64.31,4.07,2604
Metal,185.62,19.63,63.92,3.80,0
Metal,185.62,19.63,63.92,3.45,0
Metal,183.75,19.63,63.92,3.44,0
Metal,175.71,16.87,65.10,2.87,0
Metal,170.40,14.71,66.67,3.00,0
Metal,168.00,11.70,67.06,2.64,645
Metal,174.55,12.87,67.06,2.66,2735
Metal,172.50,14.37,65.49,2.74,0
Metal,182.00,18.29,64.31,3.33,0
Metal,185.62,19.63,63.92,3.06,0
Metal,187.27,20.12,64.31,2.81,0
Metal,187.27,20.12,64.31,3.22,0
Metal,183.75,19.63,63.92,3.68,651
Metal,177.60,15.15,64.71,4.53,2729
Metal,167.50,14.04,67.06,5.01,0
Metal,172.50,14.04,67.06,4.53,0
Metal,167.50,14.04,67.06,4.74,0
Metal,174.78,13.86,65.10,4.18,0
Metal,180.00,18.29,64.31,3.60,0
Metal,185.62,19.63,63.92,3.42,1218
Metal,185.62,19.63,63.92,3.17,681
Metal,185.62,19.63,63.92,3.58,0
Metal,185.62,19.63,63.92,3.12,0
Metal,177.60,15.15,64.71,3.33,0
Metal,172.17,13.53,66.67,4.06,0
Metal,175.00,14.04,67.06,3.77,0
Metal,175.00,14.04,67.06,3.32,1202
Metal,177.14,12.73,64.71,2.83,572
Metal,178.12,19.39,64.71,2.96,0
Metal,187.27,20.12,64.31,3.11,0
Metal,185.62,19.63,63.92,3.25,0
Metal,185.62,19.63,63.92,3.13,0
Metal,185.62,19.63,63.92,3.00,0
Metal,177.60,15.15,64.71,2.72,1214
Metal,162.50,14.04,67.06,2.60,593
Metal,169.09,12.87,67.06,3.08,0
Metal,171.82,12.87,67.06,5.08,0
Metal,177.39,13.94,64.71,4.42,0
Metal,183.87,19.02,63.92,4.52,0
Metal,183.75,19.63,63.92,4.00,325
Metal,185.62,19.63,63.92,4.82,1730
Metal,185.62,19.63,63.92,4.45,0
Metal,180.00,19.02,63.92,4.62,0
Metal,175.00,14.46,65.10,6.11,0
Metal,162.50,14.04,67.06,6.01,0
Metal,169.09,12.87,67.06,5.13,0
Metal,166.96,13.45,67.06,4.67,522
Metal,177.50,14.55,64.71,4.20,2223
Metal,181.94,19.02,63.92,3.75,0
Metal,185.62,19.63,63.92,3.22,0
Metal,183.87,19.14,63.53,3.34,0
Metal,185.62,19.63,63.92,3.13,0
Metal,181.94,19.02,63.92,2.75,0
Metal,173.08,15.48,65.88,2.56,381
Metal,167.50,14.04,67.06,2.41,2233
Metal,172.50,14.04,67.06,2.48,0
Metal,174.78,13.53,66.67,2.51,0
Metal,177.60,15.15,64.71,2.08,0
Metal,183.75,19.63,63.92,2.85,0
Metal,185.62,19.63,63.92,3.52,0
Metal,185.62,19.63,63.92,7.00,84
Metal,187.27,20.12,64.31,6.03,2017
Metal,180.00,17.79,63.92,5.66,0
Metal,177.50,14.46,65.10,6.19,0
Metal,165.00,14.04,67.06,5.68,0
Metal,175.00,14.04,67.06,5.15,0
Metal,174.00,11.98,65.49,5.10,0
Metal,177.78,16.36,64.71,4.87,335
Metal,187.27,20.12,64.31,5.25,2404
Metal,187.27,20.12,64.31,5.46,0
Metal,187.27,20.12,64.31,5.64,0
Metal,187.27,20.12,64.31,4.58,0
Metal,180.00,17.18,63.92,4.24,0
Metal,170.40,14.79,66.27,4.00,0
Metal,170.00,14.04,67.06,3.59,34
Metal,169.57,13.45,67.06,4.67,1624
Metal,174.55,13.17,65.49,4.16,0
Metal,180.00,17.68,64.31,4.82,0
Metal,187.06,20.73,64.31,4.04,0
Metal,187.27,20.12,64.31,3.83,0
Metal,185.62,19.63,63.92,3.82,0
Metal,185.62,19.63,63.92,4.94,100
Metal,180.00,17.07,64.31,4.61,1605
Metal,168.46,15.29,66.67,4.03,0
Metal,175.00,14.04,67.06,3.85,0
Metal,172.50,14.04,67.06,3.78,0
Metal,168.46,15.38,66.27,4.08,0
Metal,182.07,17.68,64.31,3.97,0
Metal,187.27,20.12,64.31,4.61,292
Metal,187.27,20.12,64.31,4.77,2034
Metal,185.62,19.63,63.92,4.23,0
Metal,187.27,20.12,64.31,4.13,0
Metal,180.00,16.46,64.31,4.51,0
Metal,172.50,14.29,65.88,3.91,0
Metal,170.00,14.04,67.06,3.80,0
Metal,172.50,14.04,67.06,4.45,271
Metal,177.50,14.29,65.88,4.11,1905
Metal,180.00,17.68,64.31,4.05,0
Metal,185.62,19.63,63.92,4.13,0
Metal,187.27,20.12,64.31,3.89,0
Metal,187.27,20.12,64.31,4.00,0
Metal,187.27,20.12,64.31,3.98,0
Metal,182.22,16.46,64.31,3.90,633
Metal,170.00,14.20,66.27,4.42,409
Metal,167.50,14.04,67.06,4.50,0
Metal,172.50,14.04,67.06,5.48,0
Metal,175.00,14.29,65.88,4.94,0
Metal,182.07,17.68,64.31,4.62,0
Metal,187.27,20.12,64.31,3.90,0
Metal,185.62,19.63,63.92,3.65,412
Metal,185.62,19.63,63.92,3.77,2242
Metal,187.27,20.12,64.31,3.78,0
Metal,177.78,16.36,64.71,3.64,0
Metal,171.11,15.79,67.06,4.60,0
Metal,170.00,14.04,67.06,4.39,0
Metal,168.57,12.28,67.06,5.08,0
Metal,172.50,14.29,65.88,5.95,557
Metal,180.00,17.68,64.31,5.38,269
Metal,185.62,19.63,63.92,5.42,0
Metal,187.27,20.12,64.31,4.74,0
Metal,185.62,19.63,63.92,4.25,0
Metal,183.87,19.14,63.53,3.81,0
Metal,182.07,17.68,64.31,3.35,0
Metal,168.46,15.29,66.67,3.12,212
Metal,170.00,14.04,67.06,2.76,0
Metal,170.00,14.04,67.06,2.80,0
Metal,174.78,13.69,65.88,2.76,0
Metal,177.78,16.36,64.71,2.45,0
Metal,185.62,19.63,63.92,2.28,0
Metal,187.27,20.12,64.31,2.41,0
Metal,187.27,20.12,64.31,2.46,237
Metal,187.27,20.12,64.31,2.71,1663
Metal,180.00,18.40,63.92,2.66,0
Metal,170.77,15.48,65.88,3.27,0
Metal,172.50,14.04,67.06,3.64,0
Metal,175.00,14.04,67.06,3.43,0
Metal,171.82,13.02,66.27,3.11,0
Metal,180.00,15.76,64.71,5.05,213
Metal,187.27,20.12,64.31,4.67,1730
Metal,185.45,20.25,63.92,4.17,0
Metal,185.62,19.63,63.92,4.16,0
Metal,185.62,19.63,63.92,3.88,0
Metal,181.94,18.90,64.31,3.46,0
Metal,177.39,13.94,64.71,3.50,0
Metal,167.50,14.04,67.06,3.51,0
Metal,172.50,14.04,67.06,3.11,0
Metal,166.96,13.53,66.67,3.30,0
Metal,175.38,15.66,65.10,3.17,0
Metal,185.62,19.63,63.92,3.49,0
Metal,187.27,20.12,64.31,4.13,0
Metal,185.62,19.63,63.92,3.92,0
Metal,183.64,20.25,63.92,4.62,0
Metal,183.87,19.02,63.92,4.64,1093
Metal,177.39,13.94,64.71,4.46,0
Metal,175.00,14.04,67.06,3.73,0
Metal,172.50,14.04,67.06,3.44,0
Metal,172.50,14.04,67.06,3.86,0
Metal,177.39,13.94,64.71,4.19,0
Metal,185.81,19.02,63.92,4.06,0
Metal,187.27,20.12,64.31,4.21,0
Metal,185.62,19.63,63.92,3.97,0
Metal,187.27,20.12,64.31,3.57,0
Metal,185.62,19.63,63.92,3.67,0
Metal,177.60,15.15,64.71,3.83,0
Metal,166.96,13.53,66.67,3.65,0
Metal,167.50,14.04,67.06,3.47,271
Metal,170.00,14.04,67.06,4.57,2052
Metal,172.50,14.37,65.49,4.48,0
Metal,186.21,17.68,64.31,4.70,0
Metal,185.62,19.63,63.92,4.54,0
Metal,183.75,19.63,63.92,3.95,0
Metal,185.62,19.63,63.92,3.44,0
Metal,183.87,19.14,63.53,3.40,192
Metal,177.93,17.58,64.71,3.12,2054
Metal,168.00,14.79,66.27,2.86,0
Metal,170.00,14.04,67.06,2.78,0
Metal,172.50,14.04,67.06,2.68,0
Metal,174.78,13.69,65.88,2.45,0
Metal,177.86,16.97,64.71,2.15,0
Metal,185.62,19.63,63.92,2.01,104
Metal,185.62,19.63,63.92,2.15,2121
Metal,183.87,19.14,63.53,2.09,0
Metal,187.27,20.12,64.31,2.32,0
Metal,180.00,17.07,64.31,3.64,0
Metal,170.40,14.88,65.88,5.07,0
Metal,165.00,14.04,67.06,5.37,0
Metal,170.00,14.04,67.06,4.66,415
Metal,169.57,13.61,66.27,4.28,1536
Metal,177.69,15.76,64.71,4.10,0
Metal,183.75,19.63,63.92,4.45,0
Metal,185.62,19.63,63.92,4.45,0
Metal,187.27,20.12,64.31,4.69,0
Metal,185.62,19.63,63.92,4.33,0
Metal,180.00,19.02,63.92,4.47,81
Metal,177.39,13.94,64.71,4.09,925
Metal,180.00,13.53,66.67,6.50,0
Metal,167.50,14.04,67.06,5.50,0
Metal,170.00,14.04,67.06,4.58,0
Metal,175.38,15.66,65.10,4.87,0
Metal,182.07,18.01,63.14,4.26,0
Metal,187.27,20.12,64.31,3.60,281
Metal,187.27,20.12,64.31,3.32,1004
Metal,185.62,19.63,63.92,3.37,0
Metal,185.62,19.63,63.92,3.39,0
Metal,175.38,15.66,65.10,3.55,0
Metal,167.50,14.04,67.06,3.13,0
Metal,165.00,14.04,67.06,4.80,0
Metal,172.50,14.04,67.06,4.87,0
Metal,177.50,14.46,65.10,4.73,0
Metal,187.74,18.90,64.31,4.85,0
Metal,187.27,20.12,64.31,4.49,0
Metal,185.62,19.63,63.92,4.51,0
Metal,187.27,20.12,64.31,5.04,0
Metal,187.27,20.12,64.31,4.83,0
Metal,177.78,16.36,64.71,5.06,687
Metal,170.40,14.79,66.27,4.51,421
Metal,175.00,14.04,67.06,3.82,0
Metal,170.00,14.04,67.06,4.70,0
Metal,172.80,14.79,66.27,4.18,0
Metal,182.22,16.46,64.31,4.60,0
Metal,187.27,20.12,64.31,4.28,0
Metal,187.27,20.12,64.31,3.81,752
Metal,185.62,19.63,63.92,3.70,0
Metal,187.27,20.12,64.31,3.31,0
Metal,184.00,18.29,64.31,3.30,0
Metal,170.77,15.48,65.88,2.87,3055
Metal,162.50,14.04,67.06,2.72,3023
Metal,172.50,14.04,67.06,2.79,0
Metal,166.96,13.53,66.67,3.21,0
Metal,177.78,16.36,64.71,3.99,0
Metal,183.75,19.63,63.92,3.62,3043
Metal,185.62,19.63,63.92,3.46,3037
Metal,185.62,19.63,63.92,3.07,3026
Metal,187.06,20.73,64.31,2.90,3056
Metal,185.62,19.51,64.31,2.74,3038
Metal,177.39,13.94,64.71,2.36,3045
Metal,165.00,14.04,67.06,2.36,3042
Metal,177.50,14.04,67.06,2.33,3037
Metal,165.00,14.04,67.06,2.24,3049
Metal,177.50,14.55,64.71,2.05,3048
Metal,187.27,20.12,64.31,1.77,3044
Metal,187.27,20.12,64.31,3.15,3092
Metal,187.27,20.12,64.31,6.02,3064
Metal,183.87,19.14,63.53,6.90,3055
Metal,185.62,19.63,63.92,7.80,3042
Metal,177.60,15.15,64.71,6.87,3054
Metal,169.57,13.53,66.67,6.35,3038
Metal,170.00,14.04,67.06,6.51,3009
Metal,175.00,14.04,67.06,6.75,3048
Metal,172.50,14.37,65.49,6.25,3044
Metal,180.00,18.29,64.31,6.19,3029
Metal,183.75,19.63,63.92,5.39,3049
Metal,185.62,19.63,63.92,4.75,3086
Metal,185.62,19.63,63.92,4.18,3044
Metal,185.29,20.73,64.31,3.74,3055
Metal,177.78,16.36,64.71,3.79,3037
Metal,166.15,15.29,66.67,3.48,3045
Metal,169.57,13.53,66.67,3.17,3046
Metal,170.00,14.04,67.06,3.28,3053
Metal,172.17,13.77,65.49,3.03,3050
Metal,177.86,17.07,64.31,3.01,3051
Metal,187.27,20.12,64.31,3.23,3046
Metal,185.62,19.63,63.92,2.92,3041
Metal,185.62,19.63,63.92,2.74,3052
Metal,185.62,19.63,63.92,2.66,3061
Metal,178.06,18.90,64.31,5.28,3072
Metal,177.39,13.94,64.71,5.18,3055
Metal,169.57,13.53,66.67,5.05,3041
Metal,172.50,14.04,67.06,4.38,3083
Metal,169.57,13.61,66.27,3.85,3042
Metal,180.00,15.85,64.31,3.48,3055
Metal,183.87,19.14,63.53,3.21,3050
Metal,185.45,20.12,64.31,2.93,3051
Metal,183.87,19.14,63.53,2.97,3053
Metal,187.27,20.12,64.31,2.97,3049
Metal,180.00,18.40,63.92,3.51,3057
Metal,177.50,14.46,65.10,3.24,3076
Metal,170.00,14.04,67.06,2.82,3042
Metal,170.00,14.04,67.06,3.11,3054
Metal,165.00,14.04,67.06,3.25,3056
Metal,177.69,15.76,64.71,4.29,3051
Metal,181.87,19.63,63.92,3.83,3023
Metal,187.27,20.12,64.31,4.51,3052
Metal,185.62,19.63,63.92,4.67,3055
Metal,185.45,20.12,64.31,4.57,3054
Metal,181.94,19.02,63.92,3.74,3046
Metal,172.80,14.97,65.49,3.41,3023
Metal,170.00,14.04,67.06,3.47,3026
Metal,170.00,14.04,67.06,4.05,3040
Metal,172.50,14.04,67.06,3.40,3060
Metal,180.00,13.94,64.71,3.20,3037
Metal,185.81,19.02,63.92,2.94,3038
Metal,183.75,19.63,63.92,3.19,3045
Metal,183.87,19.14,63.53,4.00,3058
Metal,183.75,19.63,63.92,3.72,3034
Metal,185.62,19.63,63.92,3.71,3056
Metal,177.50,14.55,64.71,4.18,3023
Metal,162.50,14.04,67.06,3.98,3055
Metal,170.00,14.04,67.06,3.78,3045
Metal,169.57,13.45,67.06,3.52,3055
Metal,175.00,14.46,65.10,3.04,3045
Metal,185.62,19.51,64.31,2.58,3038
Metal,187.27,20.12,64.31,2.42,3036
Metal,185.62,19.63,63.92,2.28,3041
Metal,183.87,19.14,63.53,2.05,3051
Metal,187.27,20.12,64.31,1.93,3076
Metal,177.60,15.15,64.71,1.86,3037
Metal,168.57,12.50,65.88,1.83,3051
Metal,172.50,14.04,67.06,1.99,3044
Metal,169.57,13.45,67.06,2.05,3031
Metal,180.00,13.94,64.71,1.87,84
Metal,182.00,18.29,64.31,1.85,0
Metal,185.62,19.63,63.92,2.07,0
Metal,187.27,20.12,64.31,2.27,0
Metal,187.27,20.12,64.31,4.19,957
Metal,165.88,12.69,52.55,0.57,56
Metal,178.00,23.08,50.98,0.70,0
Metal,177.78,20.77,50.98,1.51,0
Metal,173.33,13.33,52.94,1.94,0
Metal,168.75,11.85,52.94,2.48,559
Metal,169.57,17.29,52.16,2.31,3372
Metal,178.00,23.08,50.98,2.59,268
Metal,176.00,23.08,50.98,2.50,0
Metal,177.86,21.54,50.98,2.58,0
Metal,169.41,12.69,52.55,2.43,0
Metal,162.35,12.59,52.94,2.63,0
Metal,169.09,16.54,52.16,2.44,0
Metal,175.56,20.77,50.98,2.65,0
Metal,176.00,23.08,50.98,2.35,0
Metal,171.72,22.31,50.98,2.32,0
Metal,172.17,17.42,51.76,3.24,0
Metal,176.47,12.69,52.55,3.10,0
Metal,166.67,13.24,53.33,2.99,0
Metal,168.00,15.04,52.16,3.23,0
Metal,176.00,23.08,50.98,2.74,1781
Metal,178.00,23.08,50.98,2.42,0
Metal,177.93,22.31,50.98,2.12,1620
Metal,164.21,14.18,52.55,2.34,410
Metal,172.50,11.94,52.55,2.51,0
Metal,169.41,12.59,52.94,3.02,0
Metal,164.21,14.18,52.55,3.08,133
Metal,172.17,17.69,50.98,2.69,2758
Metal,174.00,23.08,50.98,2.44,346
Metal,176.00,23.08,50.98,2.32,0
Metal,168.00,15.04,52.16,2.04,0
Metal,169.41,12.59,52.94,2.11,0
Metal,168.75,11.85,52.94,2.28,0
Metal,163.33,13.33,52.94,2.28,425
Metal,171.43,16.03,51.37,1.99,0
Metal,174.00,23.08,50.98,1.96,0
Metal,174.00,23.08,50.98,2.04,0
Metal,177.93,22.31,50.98,1.85,0
Metal,161.25,11.94,52.55,1.91,0
Metal,172.50,11.94,52.55,1.86,0
Metal,172.94,12.59,52.94,1.82,0
Metal,165.71,15.79,52.16,1.76,0
Metal,174.00,23.08,50.98,1.56,0
Metal,173.79,22.31,50.98,1.65,0
Metal,177.27,16.79,51.37,2.00,0
Metal,162.35,12.59,52.94,2.53,0
Metal,157.50,11.85,52.94,2.34,0
Metal,175.20,19.23,50.98,2.40,414
Metal,173.79,22.31,50.98,2.19,2729
Metal,176.00,23.08,50.98,2.43,36
Metal,177.60,19.23,50.98,2.49,0
Metal,163.33,13.33,52.94,2.31,0
Metal,162.35,12.59,52.94,2.02,0
Metal,175.00,18.32,51.37,1.72,0
Metal,174.00,23.08,50.98,1.78,0
Metal,176.00,23.08,50.98,2.05,0
Metal,173.79,22.31,50.98,1.94,0
Metal,177.69,20.00,50.98,2.22,0
Metal,169.41,12.59,52.94,2.61,0
Metal,162.35,12.69,52.55,2.31,0
Metal,177.86,21.54,50.98,2.29,0
Metal,174.00,23.08,50.98,2.59,1837
Metal,175.71,21.71,50.59,3.41,0
Metal,171.82,16.67,51.76,3.32,0
Metal,176.67,13.43,52.55,3.11,0
Metal,158.82,12.59,52.94,2.86,0
Metal,177.78,20.77,50.98,2.80,0
Metal,174.00,23.08,50.98,3.15,202
Metal,178.00,23.08,50.98,2.94,2486
Metal,176.00,23.08,50.98,2.70,0
Metal,177.39,17.69,50.98,2.56,0
Metal,170.53,14.18,52.55,2.17,0
Metal,156.67,13.24,53.33,2.02,0
Metal,172.50,18.46,50.98,2.00,0
Metal,172.00,23.08,50.98,1.92,0
Metal,174.00,23.08,50.98,1.91,0
Metal,174.00,14.93,52.55,2.01,0
Metal,162.35,12.59,52.94,1.99,0
Metal,162.35,12.69,52.55,1.92,0
Metal,173.57,21.54,50.98,1.90,0
Metal,173.79,22.31,50.98,2.79,0
Metal,176.00,23.08,50.98,3.08,0
Metal,177.78,20.77,50.98,3.40,661
Metal,172.94,12.69,52.55,3.63,2623
Metal,158.82,12.59,52.94,4.41,0
Metal,177.78,20.77,50.98,3.87,0
Metal,175.86,22.48,50.59,3.99,0
Metal,174.00,23.08,50.98,3.63,0
Metal,174.55,16.79,51.37,3.20,0
Metal,170.00,13.43,52.55,2.76,0
Metal,169.41,12.59,52.94,2.36,0
Metal,165.00,14.93,52.55,2.23,0
Metal,174.00,23.08,50.98,2.09,0
Metal,174.00,23.08,50.98,2.14,0
Metal,177.60,19.08,51.37,2.17,0
Metal,165.88,12.59,52.94,2.06,0
Metal,163.33,13.43,52.55,1.75,0
Metal,173.79,22.31,50.98,1.81,0
Metal,174.00,23.08,50.98,1.89,0
Metal,177.69,20.00,50.98,1.87,0
Metal,165.88,12.59,52.94,1.74,0
Metal,165.88,12.59,52.94,1.66,0
Metal,172.17,17.56,51.37,1.77,0
Metal,176.00,23.08,50.98,1.59,751
Metal,174.00,23.08,50.98,3.08,498
Metal,174.29,15.79,52.16,3.49,547
Metal,172.50,11.94,52.55,3.08,0
Metal,174.00,15.27,51.37,2.72,0
Metal,177.86,21.54,50.98,2.59,0
Metal,172.00,23.08,50.98,2.27,0
Metal,174.00,23.08,50.98,3.64,0
Metal,172.50,18.18,51.76,4.87,0
Metal,170.00,13.43,52.55,4.53,0
Metal,158.82,12.59,52.94,4.94,2286
Metal,173.08,20.00,50.98,4.53,600
Metal,174.00,23.08,50.98,4.74,29
Metal,178.00,23.08,50.98,4.38,0
Metal,168.00,14.93,52.55,3.99,0
Metal,172.94,12.59,52.94,3.64,0
Metal,164.21,14.18,52.55,3.20,0
Metal,177.39,17.69,50.98,2.81,0
Metal,171.72,22.31,50.98,3.09,941
Metal,174.00,23.08,50.98,4.27,0
Metal,173.08,19.85,51.37,4.38,0
Metal,165.00,14.93,52.55,4.01,0
Metal,168.75,11.94,52.55,3.60,0
Metal,164.21,14.07,52.94,3.65,0
Metal,174.78,17.56,51.37,3.82,0
